exit,hour,userCount_ratio
1,05,0.057672502574665295
1,06,0.0429042904290429
1,07,0.024687663649285554
1,08,0.01796146674953387
1,09,0.02212117488017697
1,10,0.03648124191461837
1,11,0.04461269656377403
1,12,0.04248398225726959
1,13,0.04409051179955327
1,14,0.04881450488145049
1,15,0.04904274849200105
1,16,0.047359092520382846
1,17,0.03642167294156163
1,18,0.037330247853358506
1,19,0.04487332221428004
1,20,0.05555555555555555
1,21,0.05297636001139277
1,22,0.06682404212820048
1,23,0.08074741408074741
10,05,0.0607621009268795
10,06,0.0627062706270627
10,07,0.11894965212837585
10,08,0.1430702299564947
10,09,0.13561509155708493
10,10,0.08253557567917205
10,11,0.08351776354105998
10,12,0.07235091177920158
10,13,0.08449062833835097
10,14,0.0744172145845786
10,15,0.07334557216539907
10,16,0.08429634881247784
10,17,0.0981748240301195
10,18,0.10102916996528835
10,19,0.0781510602811532
10,20,0.07086813464945584
10,21,0.07077755625178012
10,22,0.054657708371163974
10,23,0.041374708041374705
11,05,0.035015447991761074
11,06,0.05222286934575811
11,07,0.0626917034487918
11,08,0.06917339962709758
11,09,0.06759247880054074
11,10,0.04372574385510996
11,11,0.04170064065230052
11,12,0.04287826515524889
11,13,0.03894338156744683
11,14,0.041243275552898986
11,15,0.03627939505201504
11,16,0.04338886919532081
11,17,0.04939433622524145
11,18,0.04780464039948846
11,19,0.0435231514573902
11,20,0.03897747405720071
11,21,0.034747935061236114
11,22,0.03359360813510078
11,23,0.02135468802135469
12,05,0.21421215242018538
12,06,0.2583964278780819
12,07,0.26071669035684897
12,08,0.24701678060907395
12,09,0.2402605382819221
12,10,0.2333764553686934
12,11,0.2398369248689575
12,12,0.25677673730901923
12,13,0.2553170826454307
12,14,0.2333134090456266
12,15,0.22982778214878924
12,16,0.24140375753278978
12,17,0.23031592732034703
12,18,0.2350648559771025
12,19,0.26471289015963784
12,20,0.24702606934953175
12,21,0.24252349757903732
12,22,0.22407844561467224
12,23,0.20086753420086753
13,05,0.2070030895983522
13,06,0.08114929139972821
13,07,0.06388868108027232
13,08,0.04266625233064015
13,09,0.052722133464421776
13,10,0.09780077619663648
13,11,0.08841001747233547
13,12,0.08486939379004435
13,13,0.08759832961056618
13,14,0.0737198645148436
13,15,0.07518139697526008
13,16,0.07422899680964197
13,17,0.062326076280897036
13,18,0.05678704098410572
13,19,0.07902470018267016
13,20,0.08820551759048342
13,21,0.06978068926231842
13,22,0.07590339567822771
13,23,0.08508508508508508
14,05,0.13594232749742532
14,06,0.15181518151815182
14,07,0.11625645245754469
14,08,0.08741454319453076
14,09,0.10986850190487894
14,10,0.1610608020698577
14,11,0.15829935934769948
14,12,0.15672745194677182
14,13,0.170729338642323
14,14,0.17862123929069534
14,15,0.15377218288311914
14,16,0.1641261963842609
14,17,0.15072024881322638
14,18,0.12952926131173498
14,19,0.1630529743467556
14,20,0.16755251834978485
14,21,0.17915123896325832
14,22,0.20555656437261666
14,23,0.21788455121788455
15,05,0.15859938208032956
15,06,0.11221122112211221
15,07,0.07383855764195407
15,08,0.041920447482908636
15,09,0.04713039203637704
15,10,0.06817593790426908
15,11,0.06103669190448457
15,12,0.061310990635781173
15,13,0.05962901816062931
15,14,0.0737198645148436
15,15,0.06914940117143106
15,16,0.07118043247075505
15,17,0.07370273367163202
15,18,0.0721941416478899
15,19,0.08386943054562783
15,20,0.08086560364464693
15,21,0.08131586442608943
15,22,0.11094970038133285
15,23,0.11511511511511512
2,05,0.05252317198764161
2,06,0.033003300330033
2,07,0.022443330590259596
2,08,0.018489745183343693
2,09,0.026299619024210397
2,10,0.04191461836998706
2,11,0.041351193942923706
2,12,0.03420404139970429
2,13,0.037389530931339225
2,14,0.046224347479577606
2,15,0.06591485269691406
2,16,0.04799716412619638
2,17,0.034784743820592566
2,18,0.03891358626149443
2,19,0.02867127313160194
2,20,0.030625158187800556
2,21,0.044716604955853036
2,22,0.03232249863809697
2,23,0.05472138805472139
3,05,0.008238928939237899
3,06,0.0434867016113376
3,07,0.04683174983167502
3,08,0.06547545059042884
3,09,0.04553275162836426
3,10,0.03777490297542044
3,11,0.034711706464764125
3,12,0.036471168063085264
3,13,0.03428182965912402
3,14,0.03128113169954174
3,15,0.035580033219687036
3,16,0.03459766040411202
3,17,0.03916352921918481
3,18,0.05194567931307472
3,19,0.034310221586847746
3,20,0.032649962034927864
3,21,0.02905155226431216
3,22,0.019248229526057745
3,23,0.014681348014681348
4,05,0.0
4,06,0.017666472529605903
4,07,0.038677339717214036
4,08,0.06065879428216284
4,09,0.041722993732333784
4,10,0.019793014230271667
4,11,0.024810716365754222
4,12,0.02050271069492361
4,13,0.017675050985723997
4,14,0.018330344690177327
4,15,0.016872104204913016
4,16,0.020914569301666075
4,17,0.03453920445244721
4,18,0.03191035868704707
4,19,0.019378921451830674
4,20,0.02455074664641863
4,21,0.021503845058387924
4,22,0.0190666424550572
4,23,0.01434768101434768
5,05,0.0
5,06,0.0011648223645894002
5,07,0.005087154933792175
5,08,0.004816656308266004
5,09,0.004547130392036377
5,10,0.0036222509702457956
5,11,0.00209668025626092
5,12,0.002365697387875801
5,13,0.0025250072836748567
5,14,0.002590157401872883
5,15,0.006206836261911006
5,16,0.004750088621056363
5,17,0.006629562939924701
5,18,0.005541684428475732
5,19,0.0011119053292033992
5,20,0.001771703366236396
5,21,0.004272287097692965
5,22,0.002542218994007627
5,23,0.00667334000667334
6,05,0.0
6,06,0.0031061929722384003
6,07,0.0032916884865714074
6,08,0.006494717215661902
6,09,0.005591741428044734
6,10,0.002069857697283312
6,11,0.0009318578916715201
6,12,0.0021685559388861506
6,13,0.0019423132951345051
6,14,0.0015939430165371588
6,15,0.0027100271002710027
6,16,0.0021269053527118043
6,17,0.004092322802422655
6,18,0.004475975884538091
6,19,0.002382654276864427
6,20,0.0007593014426727411
6,21,0.000854457419538593
6,22,0.0
6,23,0.0
7,05,0.008238928939237899
7,06,0.03805086390992041
7,07,0.04705618313757762
7,08,0.05963331261653201
7,09,0.05468846012043751
7,10,0.032729624838292365
7,11,0.032615026208503206
7,12,0.03016264169541646
7,13,0.020976983587452657
7,14,0.02261406654712094
7,15,0.02937319695777603
7,16,0.02325416518964906
7,17,0.037076444589949256
7,18,0.03772608245539249
7,19,0.027082836947025655
7,20,0.024930397367755
7,21,0.022643121617772714
7,22,0.02251679680406755
7,23,0.02669336002669336
8,05,0.0
8,06,0.009706853038245
8,07,0.021770030672551805
8,08,0.02821628340584214
8,09,0.022735651960181884
8,10,0.014747736093143596
8,11,0.011881188118811881
8,12,0.01291276490882208
8,13,0.014567349713508789
8,14,0.01354851564056585
8,15,0.013025614127109014
8,16,0.010705423608649416
8,17,0.020175151415943688
8,18,0.020613848121308082
8,19,0.012389802239695021
8,20,0.010250569476082005
8,21,0.010538308174309313
8,22,0.009079353550027237
8,23,0.013013013013013013
9,05,0.0
9,06,0.009512715977480102
9,07,0.012643076232512904
9,08,0.020323182100683655
9,09,0.01831141698414649
9,10,0.00815006468305304
9,11,0.01479324403028538
9,12,0.00995564317397733
9,13,0.010294260464212878
9,14,0.008766686590954373
9,15,0.014686598478888015
9,16,0.012548741580999646
9,17,0.01636929120969062
9,18,0.01787345472261129
9,19,0.00921292987054245
9,20,0.008478866109845608
9,21,0.006266021076616349
9,22,0.009079353550027237
9,23,0.002002002002002002
9-1,05,0.061791967044284246
9-1,06,0.0828965249466123
9-1,07,0.0811700456347722
9-1,08,0.08666873834679925
9-1,09,0.10525992380484207
9-1,10,0.11604139715394567
9-1,11,0.11939429237041352
9-1,12,0.1338590438639724
9-1,13,0.11954938331552879
9-1,14,0.13120143454871488
9-1,15,0.12903225806451613
9-1,16,0.11712158808933003
9-1,17,0.10611393026681945
9-1,18,0.1112599719870897
9-1,19,0.1082519259788738
9-1,20,0.11693242217160213
9-1,21,0.12888066078040444
9-1,22,0.11458144180134375
9-1,23,0.10543877210543877
